fen,phase,eco,material,mobility,white_king_safety,black_king_safety,white_center_control,black_center_control,evaluation_cp,best_move
6k1/1b3pp1/p3p3/1p6/1P1b3p/P1NQ1n2/1B3P2/3R1Kq1 w - - 2 33,middlegame,,47,1,1,0,3,4,-9999,f1e2
rnbqkb1r/pP3ppp/5n2/4p3/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 5,middlegame,,75,40,0,0,2,3,156,c8b7
4k3/2P5/p7/1p1P3p/3r4/5P2/PP6/4K3 w - - 0 48,endgame,,13,13,0,0,1,2,579,c7c8q
rnbqkb1r/pp3ppp/2p1pn2/8/2BP4/P3P3/1P3PPP/RNBQK1NR w KQkq - 0 6,opening,D00,76,39,0,0,3,3,68,g1f3
8/5k2/6p1/3R4/3K1P2/6r1/8/8 b - - 0 47,endgame,,12,19,0,0,4,0,-2,g3a3
5r2/p7/5Pkr/2p5/3pNPKP/1P6/P7/3R3R b - - 0 41,middlegame,,31,19,0,0,2,1,627,h6h5
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2B1P3/2NP4/PPP2PPP/R1BQK1NR w KQkq - 1 5,opening,B25,78,39,0,0,2,4,-19,g1f3
3r4/P3Q3/1P1k4/8/8/8/1KP5/8 b - - 0 58,middlegame,,17,3,0,1,2,2,698,d6e7
6k1/p5bp/1p4p1/2p5/2P5/5P2/q3B3/5K2 w - - 0 31,middlegame,,22,7,0,0,2,2,-806,f3f4
5bk1/p4pp1/4p2p/4P3/2p2PPP/r4N2/4K3/8 w - - 0 34,middlegame,,21,14,0,0,2,1,-623,f3d4
2k3r1/1b3p2/4p3/2B1b3/R4p2/2P5/7r/1R3K2 b - - 1 30,middlegame,,33,48,0,0,2,3,-907,h2h1
3r3B/pp1kNp2/q1p4p/7P/2P5/1P1nP1P1/3P1P2/1N1QK3 w - - 1 25,middlegame,,47,2,1,0,3,2,48,e1f1
8/4k3/8/1K2P2p/8/4r3/PPP2R2/8 b - - 0 44,middlegame,,15,16,0,0,0,2,332,h5h4
rnbqkb1r/ppp1p1pp/7n/5pN1/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq - 2 5,opening,A06,77,40,0,0,2,3,61,d2d3
8/pp1k3p/4p3/4P3/3p1PP1/P6P/8/6K1 b - - 0 37,endgame,,10,13,0,0,1,1,-14,a7a5
rn1qkb1r/pbpppp1p/1p3np1/8/3P4/4PN2/PPP1BPPP/RNBQK2R w KQkq - 2 5,opening,A45,78,33,0,0,2,2,23,c2c4
r3r1k1/ppp1qppp/2n2n2/3bN3/8/b2B3P/3NQPP1/B2RR1K1 b - - 1 17,middlegame,,71,47,0,0,3,4,-332,c6e5
5r1k/pp4p1/1bpp3p/4p3/2B3Q1/3Pq1NK/PPP4P/5r2 w - - 0 29,middlegame,,49,30,0,0,3,4,-698,g4e4
8/pp6/2n1pkr1/2p5/8/1P1Ppr2/PKP1R3/8 w - - 2 39,middlegame,,27,17,0,0,1,3,-897,a2a4
6k1/1r3ppp/8/3p1b2/pp1b4/3N1P2/P3K1PP/3R4 w - - 0 34,middlegame,,29,25,0,0,2,2,-488,d3f4
rnbqk1nr/pp1pppbp/2p3p1/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,opening,A40,78,33,0,0,4,3,82,e2e4
3r4/2p2kp1/p1Q1p3/8/Pp3bq1/3KB2r/1P6/R4R2 w - - 0 28,middlegame,,51,6,1,0,3,3,-441,d3c4
rnbqkb1r/pp2pppp/2p2n2/3p4/3P4/2P1P3/PP3PPP/RNBQKBNR w KQkq - 1 4,opening,D00,78,34,0,0,2,2,7,c3c4
r1b3k1/pp4pp/2p1p3/3p4/8/2PnR1P1/PP5P/R1B2q1K w - - 0 25,middlegame,,45,0,1,0,3,3,-10000,
8/4bk2/p6p/1p4p1/3n4/4R1B1/1P4bP/2K5 b - - 1 39,middlegame,,23,33,0,0,2,2,-514,h6h5
6k1/1bp2p2/p4PR1/7p/5P1B/1B6/PP2rP1P/2K5 b - - 0 27,middlegame,,29,3,0,1,2,3,586,g8f8
r1bqkbnr/pp1ppp1p/2n3p1/8/2PN4/8/PP2PPPP/RNBQKB1R w KQkq - 0 5,opening,A43,76,35,0,0,2,2,46,e2e4
8/5p2/4pk2/3p4/R2P1pK1/6P1/p2r4/8 w - - 0 41,middlegame,,17,14,0,0,2,4,-424,g3f4
r1b1k1nr/ppp2ppp/2n5/3qp3/8/b4N2/PPPPBPPP/R1BQK2R w KQkq - 0 6,opening,B00,73,26,0,0,2,3,-219,b2a3
8/3k2b1/3p2p1/6P1/4b3/7P/1p1K4/2q5 w - - 0 49,middlegame,,20,1,1,0,0,3,-9998,d2e2
8/3P2kp/6p1/4K3/5P2/3R3P/8/8 b - - 0 45,endgame,,10,8,0,0,4,0,9997,g7f7
6r1/p3R1bk/1p1Q3p/3q4/3P4/6BP/PP3PP1/6K1 b - - 0 33,middlegame,,43,32,0,0,3,3,494,d5d6
6k1/rb3r2/1pN5/p1b2p2/2P5/PP2PNPp/7P/3R1RKB b - - 0 27,middlegame,,45,27,0,0,3,2,-194,c5e3
8/p7/4p3/2ppP1k1/2p5/2P1P3/r7/5K2 w - - 0 49,endgame,,13,3,0,0,1,3,-761,f1e1
r1bqkb1r/pppnpppp/3p1n2/8/3P1P2/2P5/PP2P1PP/RNBQKBNR w KQkq - 1 4,opening,A41,78,26,0,0,2,3,-11,g1f3
8/6k1/4p2p/2p3p1/8/4P1P1/5r1P/4K3 b - - 0 37,endgame,,12,25,0,0,1,2,-557,f2h2
rnbqkb1r/ppp2ppp/4pn2/3p4/8/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 1 4,opening,A01,78,36,0,0,2,2,7,g1f3
rn1qkb1r/pbpp1ppp/1p2pn2/8/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 1 5,opening,A46,78,38,0,0,2,2,21,c2c4
5rk1/4Rpp1/p6p/2p5/p1b5/P2r3P/1P4P1/4R1K1 w - - 0 29,middlegame,,33,30,0,0,2,2,-552,e7e3
rnbqkb1r/pp1p1ppp/4pn2/8/4P3/2PB1N2/PP3PPP/RNBQK2R w KQkq - 1 6,opening,B40,76,40,0,0,4,2,122,e4e5
rnb1kbnr/ppp2ppp/4p3/3p4/3P1P1q/4P3/PPP3PP/RNBQKBNR w KQkq - 1 4,opening,D00,78,3,1,0,2,2,0,g2g3
r2q1rk1/pp3pbp/2p1b1p1/3p4/5B2/2Nn1P2/PP4PP/R2QR2K w - - 0 17,middlegame,,65,42,0,0,3,4,-351,d1d3
r5k1/ppp2pp1/5r1p/4qP2/4P3/3BK3/P1P3Q1/R5n1 w - - 0 25,middlegame,,49,31,0,0,3,3,-523,a1f1
8/1kr5/p1b3p1/1p6/8/5P1P/n4KP1/8 w - - 0 57,middlegame,,17,10,0,0,1,2,-943,f3f4
rn1q1k1r/pp1b2b1/6Bn/3QN2p/8/2N3BP/PPP2PP1/R3R1K1 b - - 0 18,middlegame,,71,34,0,0,4,1,867,g7f6
2b2r2/4R2k/p4qp1/3B2p1/1P1P4/3Q3P/5PP1/5RK1 b - - 0 36,middlegame,,47,6,0,1,3,2,353,f6e7
rnb3k1/ppp3pp/1n2p2r/3p1p1q/3P1P2/1P5P/P1B3P1/RN1QR1K1 w - - 0 16,middlegame,,67,29,0,0,3,2,-550,d1h5
rnb1kbnr/ppp2ppp/8/3qp3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,opening,C40,76,27,0,0,2,3,104,b1c3
R1b2k2/4nrbp/1P6/1P4p1/3p4/4P2P/4BPP1/2N2RK1 b - - 0 27,middlegame,,39,21,0,0,1,3,659,d4e3
rnbqkb1r/1p3ppp/p1p1pn2/3p4/P1PP4/2N2N2/1P2PPPP/R1BQKB1R w KQkq - 0 6,opening,D15,78,35,0,0,4,2,24,g2g3
r1bqk1nr/pppp1ppp/2n5/4p3/4P3/bP3N2/P1PP1PPP/RN1QKB1R w KQkq - 0 5,opening,C44,75,25,0,0,3,2,-107,b1a3
r1bqkb1r/pppn1ppp/5n2/4p1B1/4P3/5N2/PPP2PPP/RN1QKB1R w KQkq - 2 6,opening,C41,76,41,0,0,3,4,0,f1c4
8/p2P3p/4RQ1k/3q2r1/7K/1P4PP/P7/8 b - - 0 35,middlegame,,35,1,0,1,3,4,9999,g5g6
rnb1kbnr/pp2pppp/8/q1p5/8/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 5,opening,A10,76,26,0,0,2,1,54,g1f3
r1bqkbnr/ppn1pp1p/2pp2p1/8/2PPP3/2N1B3/PP3PPP/R2QKBNR w KQkq - 0 6,opening,B12,78,43,0,0,4,2,102,g1f3
8/1B6/1p1r3p/p4pp1/P7/1P4k1/3p4/3K4 w - - 0 51,middlegame,,16,12,0,0,2,3,-699,b7h1
r3r1k1/pp3p1p/5Pp1/3p2P1/4p3/2P4P/1qB2R2/4R2K w - - 0 27,middlegame,,43,28,0,0,2,2,-636,e1g1
4r3/p6k/bp4p1/5p1p/2p1p3/P2r3P/1bRNRPP1/5NK1 b - - 1 34,middlegame,,43,45,0,0,1,4,-597,c4c3
rnbqkb1r/ppp2ppp/4pn2/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,opening,D26,77,31,0,0,2,3,40,f1c4
6k1/pR6/1p3p2/5P2/6PK/4B2P/PP2r3/8 w - - 1 38,middlegame,,21,26,0,0,1,1,616,e3d4
8/6k1/3q2p1/4P1QB/4p2P/b3P3/5PP1/6K1 b - - 0 34,middlegame,,31,28,0,0,2,3,443,d6e6
8/p5pp/1p1B3k/4P3/7P/1P1Bb1P1/P5K1/5R2 b - - 0 34,middlegame,,23,14,0,0,2,1,1071,e3d4
1Qr3k1/1p3n1p/pq1p2p1/3P1p2/5P2/1B6/P4pKP/1R6 w - - 0 32,middlegame,,45,27,0,0,2,3,500,b8c8
8/1p3k2/p2p1p2/P1pP1PK1/2P4P/8/1P6/8 w - - 0 53,endgame,,11,4,1,0,1,2,501,g5h6
8/6k1/6p1/8/3R4/Pn6/8/K7 w - - 1 46,endgame,,10,3,1,0,2,1,-399,a1b2
8/R2b1pkp/6p1/p7/1p6/5PP1/r6P/6K1 w - - 0 35,middlegame,,21,12,0,0,1,0,-565,a7d7
4QQ2/8/8/4K3/6kP/8/8/8 b - - 0 62,middlegame,,19,3,0,0,4,0,9997,g4g3
2r2Bk1/pb1n1pbp/1p2pnp1/8/3P4/2N2NP1/PPP1BP1P/R2QK2R b KQ - 0 13,middlegame,,61,37,0,0,4,3,785,g7f8
rnbqkbnr/pp2pp1p/2p3p1/3p4/8/3P1N2/PPPNPPPP/R1BQKB1R w KQkq - 0 4,opening,A06,78,24,0,0,3,2,19,e2e4
4rr2/1p4bk/p4np1/3p3p/3P1PQ1/2N3P1/PP4BP/R1B1R1K1 b - - 0 21,middlegame,,55,29,0,0,3,3,46,e8e1
rnbqkb1r/ppp2pp1/5n1p/3p4/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 6,opening,C00,76,36,0,0,4,2,20,f1d3
r4k2/2qn2r1/2p2R1Q/1p1p2p1/3P4/P1P4P/1PBB2P1/4R1K1 b - - 0 26,middlegame,,57,2,0,1,3,3,606,d7f6
rnbqk2r/pp3ppp/2P2n2/2b1N3/8/8/PPPP1PPP/RNBQKB1R w KQkq - 1 6,middlegame,,75,36,0,0,0,3,298,c6b7
3r4/5p2/p2p2kp/1prNpnp1/8/P1P1P3/1P3R2/2K3R1 b - - 1 38,middlegame,,37,29,0,0,1,3,-457,c5d5
8/pp6/3k4/3p1r2/3P2p1/PP6/2K5/8 w - - 0 51,endgame,,12,9,0,0,1,3,-568,c2d2
8/5pk1/1r2p1p1/3p3p/3n1P2/2rN3P/1P1R1K2/8 w - - 0 59,middlegame,,29,19,0,0,1,2,-448,b2c3
2b5/2r2kbR/4p3/3n4/3p1P2/8/pP6/1K3R2 w - - 0 39,middlegame,,29,2,1,0,1,3,-582,b1a1
5rk1/1p2qp2/3b1n2/1B1PpbNp/8/1QNPP2P/1B3PP1/5RK1 b - - 0 22,middlegame,,59,35,0,0,3,4,505,f6h7
rnbqkb1r/pppp2pp/4p3/8/2P3n1/8/PP2PPPP/RNBQKBNR w KQkq - 0 5,opening,A52,76,32,0,0,2,2,21,e2e3
2r3k1/p4pp1/1p3q1p/3p4/5n2/2Pr4/PPB2PbK/2Q1RR2 w - - 0 28,middlegame,,57,28,0,0,3,4,-1194,c1f4
8/8/6k1/2p3p1/8/p2K4/1r1p4/8 w - - 0 57,endgame,,9,5,0,0,2,1,-4739,d3c4
6k1/7p/6p1/8/5r2/8/5K1P/8 w - - 0 52,endgame,,8,6,1,0,0,2,-637,f2e2
1b2r1k1/4r1p1/7p/8/4N3/P2P1RP1/2P2P2/4R1K1 b - - 0 41,middlegame,,33,22,0,0,1,2,464,b8e5
8/p2n4/2p1kp1p/1p2p3/6P1/PPpK2PP/8/8 w - - 0 37,middlegame,,15,9,0,0,2,3,-538,d3c3
r2q1rk1/pp2ppb1/3p2pp/8/4PP1B/1nN1Q2b/PP3P2/2RR2K1 w - - 0 18,middlegame,,65,38,0,0,4,2,-194,a2b3
rnbqkbnr/ppp2ppp/8/3P4/3p4/8/PP2PPPP/RNBQKBNR w KQkq - 0 5,opening,D08,76,30,0,0,1,1,106,d1d4
rnbqk2r/ppp1ppbp/3p1np1/8/2PP1B2/5N2/PP2PPPP/RN1QKB1R w KQkq - 2 5,opening,A53,78,36,0,0,3,3,41,b1c3
rn1qkb1r/pppbpppp/5n2/8/Q1pP4/5N2/PP2PPPP/RNB1KB1R w KQkq - 4 5,opening,D23,77,38,0,0,2,2,43,a4c4
r1b3k1/2q5/2p3p1/p2p1r2/P3p2B/6b1/2PNQ3/1R2R1K1 w - - 2 29,middlegame,,57,41,0,0,1,3,-514,h4g3
1r2r1k1/5pp1/6np/8/P2P2q1/2PQ2P1/1R3PBP/1R4K1 b - - 0 28,middlegame,,53,46,0,0,4,3,243,b8b2
rnbqk1nr/ppp2ppp/3b4/3Pp3/2p5/2N5/PP2PPPP/R1BQKBNR w KQkq - 1 5,opening,D20,77,31,0,0,3,2,5,e2e4
1k1r4/2qb3r/p6N/1p1Bp2p/1n2P3/2N1PQP1/PPP4P/3R1RK1 b - - 0 22,middlegame,,64,36,0,0,3,3,261,h7h6
5rk1/5p1p/3p2p1/1ppP4/4P3/1P1B3P/4rKP1/q7 w - - 0 33,middlegame,,33,4,1,0,2,3,-651,f2e2
8/2k5/8/4K3/1rp1B3/5P2/8/8 b - - 1 62,endgame,,10,14,0,0,3,0,-457,c4c3
8/7p/R5p1/P1pB1pk1/2Pb4/1P5P/5PP1/5K2 b - - 0 39,middlegame,,21,16,0,0,2,3,640,d4c3
4rk1r/5ppp/pQ1p4/3bn1q1/1p6/1N6/PPP4P/1K1R1R2 w - - 0 28,middlegame,,57,44,0,0,2,2,73,b6d6
r1b2rk1/p1p2ppp/2p2n2/8/P7/b5P1/4PP1P/RN1R2K1 w - - 0 16,middlegame,,43,26,0,0,2,2,-553,a1a3
7k/8/5p1p/3P4/6P1/4rB1K/7P/8 w - - 0 41,endgame,,13,5,0,0,2,2,-32,h3g3
2n5/1R6/8/4kp2/7p/P5P1/7P/6K1 w - - 0 49,endgame,,13,22,0,0,0,3,678,g3h4
5rk1/4q2p/4b1p1/3QB3/N3n3/1r6/PPPR2PP/5RK1 w - - 1 26,middlegame,,57,55,0,0,4,1,525,f1f8
r2q1rk1/pp2p2p/6p1/5p2/2b2B2/5P1P/P2N4/Q4R1K w - - 0 19,middlegame,,51,36,0,0,3,3,-41,d2c4
5rk1/6bp/1q4n1/RP1pP1Q1/2pP1P2/2P5/3B2P1/R5K1 b - - 2 33,middlegame,,51,36,0,0,2,3,530,g6e7
rnbqk2r/pp1pnpbp/2p1p1p1/8/3PP3/2N1BP2/PPP3PP/R2QKBNR w KQkq - 0 6,opening,B06,78,39,0,0,4,3,105,d1d2
8/1R6/p4pk1/P1P2p2/1P3PP1/1r6/3R1KP1/7r b - - 0 45,middlegame,,29,26,0,0,3,2,105,f5g4
8/2R5/2p3p1/8/8/2kP4/P1P3PP/7K b - - 1 44,endgame,,12,7,0,0,1,2,700,c3c2
8/1k5q/b7/2p1N1P1/4pP1K/1P2P3/2Q5/5B2 w - - 1 44,middlegame,,33,2,1,0,3,2,514,h4g3
8/7p/8/N1Bp1kp1/Pp1P1r2/1P6/2P2KPP/8 w - - 1 41,middlegame,,21,5,1,0,2,3,451,f2e2
6r1/p1Q4k/2P3p1/3p4/1B1PpP1r/4P3/7P/1RR3K1 b - - 0 37,middlegame,,41,3,0,1,2,1,861,h7h6
rnbqkb1r/ppp2ppp/4pn2/8/3PB3/8/PPP2PPP/RNBQK1NR w KQkq - 1 5,opening,C00,76,41,0,0,3,3,7,e4f3
r1bqkbnr/pp3ppp/2n1p3/1B1p4/8/5N2/PPPPQPPP/RNB1K2R w KQkq - 0 6,opening,B01,76,37,0,0,3,4,-30,d2d4
r2r2k1/1p3p1b/p6B/3P4/4n3/1BN4P/PP3PP1/5RK1 b - - 0 27,middlegame,,39,26,0,0,2,2,191,a6a5
k2r4/1p3pp1/p1p5/6p1/6P1/5P1P/PP2rK2/8 w - - 0 42,middlegame,,21,4,1,0,1,4,-645,f2e2
4rB2/p4R1p/p1p3p1/7k/4b3/4bN2/6PP/7K w - - 2 37,middlegame,,29,28,0,0,2,4,-266,f7h7
r1bqkb1r/ppp2ppp/2np1n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 5,opening,C55,78,38,0,0,4,4,24,f3g5
8/4rk2/pRQ5/2Pp4/P7/7P/6B1/6K1 b - - 0 40,middlegame,,27,16,0,0,2,2,1144,e7e1
r1bqkb1r/pp2pppp/2p2n2/3Pn3/5p2/8/PPP3PP/RNBQKB1R w KQkq - 0 8,middlegame,,73,34,0,0,2,2,-658,c1f4
8/6pk/p4b1Q/5P2/1p6/1B4PP/2P5/3R3K b - - 0 39,middlegame,,27,2,0,1,2,2,592,g7h6
6k1/3bpp2/3p2p1/2pP2Np/p3PN1P/8/1b1n1KP1/1B6 w - - 2 29,middlegame,,29,22,0,0,2,3,-616,e4e5
r1bqkbnr/1p1p1ppp/p1n1p3/8/2BpP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,opening,B32,77,38,0,0,3,3,36,f3d4
4r2k/6R1/5B1p/2np1N2/8/1P2P2P/5PP1/1b4K1 b - - 0 40,middlegame,,29,26,0,0,2,2,517,b1f5
2Q5/5pk1/5p2/6r1/8/6rK/8/8 w - - 2 56,middlegame,,21,2,1,0,0,2,-638,h3h2
7k/5Q1p/4Q3/5p2/8/6P1/4BPK1/8 b - - 0 43,middlegame,,25,3,0,0,3,1,9999,f5f4
r7/8/1r3pk1/2R5/1PR5/1K5P/P4P2/8 b - - 2 49,middlegame,,25,26,0,0,4,1,369,b6a6
rnb1kb1r/pp2qp1p/2p3p1/3pP3/3P4/2NQ1N2/PPP5/R1BK1nR1 w kq - 0 13,middlegame,,71,41,0,0,4,3,-159,c1g5
5rk1/ppp3p1/1n2p3/4qnQ1/8/3P1b2/PPP4P/6RK w - - 0 27,middlegame,,47,2,1,0,1,3,-9998,g5g2
r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/3P1NP1/PPP1PPBP/RNBQK2R w KQkq - 1 5,opening,A07,78,34,0,0,3,4,-31,e1g1
3R4/1p6/pk6/2p4p/4pP2/1P5P/2K5/8 b - - 0 39,endgame,,13,9,0,0,3,1,469,a6a5
8/2p3bk/3p2pp/p4q2/5r2/4Q3/5NPP/4R2K w - - 2 37,middlegame,,41,37,0,0,3,4,-478,f2e4
r7/ppR2p1p/5k1r/1B1p4/1P1Pp3/P6b/5qP1/5NK1 w - - 0 27,middlegame,,43,3,1,0,1,3,-477,g1f2
rnbqkbnr/1p1p1ppp/p3p3/8/4P3/2PB4/PP2QPPP/RNB1K1NR w KQkq - 0 6,opening,B21,76,36,0,0,3,1,97,b1d2
r4r1k/4p1b1/6P1/2pP4/2p1P3/2Nn2N1/PPR3P1/5R1K w - - 1 29,middlegame,,41,33,0,0,2,2,326,g3f5
rnbqkb1r/ppp2ppp/3p1n2/4p3/8/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 1 4,opening,A01,78,35,0,0,2,4,-7,d2d4
8/8/R7/1p6/7k/PP3r2/2K5/8 w - - 0 54,endgame,,13,18,0,0,0,0,499,a6b6
8/6p1/6kp/pN6/2P3P1/7n/PPK5/8 b - - 0 38,endgame,,13,10,0,0,2,0,108,h3f2
3k2Q1/pp6/3p4/3P1p2/2P2P2/1Pq3P1/P5KP/8 b - - 2 32,middlegame,,29,3,0,1,2,3,453,d8c7
6k1/4p3/2rp2pp/8/2p5/2N3KP/1r4P1/4R3 b - - 1 37,middlegame,,25,28,0,0,3,1,-492,c6c5
1B3rk1/3qbppp/1Q2p3/8/P2P4/6P1/1P3P1P/R4RK1 b - - 0 20,middlegame,,49,32,0,0,2,2,538,d7d5
r4rk1/5ppp/B1P1b3/8/1P2p3/2N3P1/P5PP/R4RK1 b - - 0 21,middlegame,,39,27,0,0,2,1,454,a8a6
8/8/6K1/1p4Bp/1k3PrP/p7/8/8 w - - 0 66,endgame,,13,8,0,0,1,0,-534,g6h5
1r2r3/p4p1B/2k3p1/3n3P/2pb2P1/P2p4/K7/3R2R1 b - - 1 36,middlegame,,37,57,0,0,0,3,-9998,e8e2
r1b1kbnr/ppp1pppp/2n5/8/3q4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,opening,D07,75,31,0,0,3,4,-92,c1d2
rn1qkbnr/ppp2ppp/3p4/4p3/4P1b1/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,opening,C41,78,27,0,0,3,2,88,d2d4
rnbqkb1r/pppp2pp/4pn2/8/2P5/4P3/PP3PPP/RNBQKBNR w KQkq - 1 6,opening,A52,76,36,0,0,2,2,9,g1f3
7k/6p1/7p/8/8/7P/r2pK1P1/3B4 b - - 1 53,endgame,,13,14,0,0,0,0,-464,h8h7
rnbqkb1r/pp2pppp/2p2n2/8/P1pP4/5N2/1P2PPPP/RNBQKB1R w KQkq - 1 5,opening,D16,77,31,0,0,2,3,37,e2e3
r1b5/5Qk1/3p2p1/p3p3/3pP1q1/1B1P4/PPP1N1PP/5RK1 b - - 0 22,middlegame,,49,2,0,1,3,3,726,g7h6
r2q1rk1/pp5p/6P1/2p1N3/2PpNn1b/P2P3P/1B3P2/R2QKB1R b KQ - 0 19,middlegame,,67,40,0,0,3,2,497,f4g6
1k1r3r/pp6/4P3/2p5/3p4/1P1P2R1/P1PN2P1/4R1K1 b - - 0 27,middlegame,,33,25,0,0,2,2,671,h8h7
rnbqkb1r/pp1p1ppp/4pn2/6B1/2Pp4/5N2/PP2PPPP/RN1QKB1R w KQkq - 0 5,opening,E10,77,35,0,0,3,2,0,f3d4
5r2/ppq2pk1/7R/4b3/4B3/2P5/PP3PP1/RN2K3 w Q - 1 19,middlegame,,41,38,0,0,2,2,-132,h6h7
6k1/1p3p1p/p1b3pb/2Pp4/P7/2PK1P2/R2N3r/8 w - - 2 30,middlegame,,29,14,0,0,2,2,-650,a2b2
8/8/5k2/3p1Bpp/3P1P2/6K1/7P/8 b - - 0 56,endgame,,9,7,0,0,2,2,0,f6f5
2k5/pp1n1p2/2p1p1p1/2PpPr2/3P1P2/8/2K1N3/r5R1 w - - 0 31,middlegame,,32,20,0,0,2,3,-386,g1a1
2k5/pp3p1p/4p3/1P1b4/P7/2r5/3RKP2/8 b - - 1 32,middlegame,,21,33,0,0,2,2,-9997,d5f3
rnbqk2r/ppp2ppp/4p3/3p4/1b1Pn3/1P2PN2/PBP2PPP/RN1QKB1R w KQkq - 3 6,opening,D05,78,7,1,0,2,2,27,c2c3
5r1k/5Bpp/b2q3r/p7/2QP4/1PP3P1/P6P/3R1RK1 w - - 1 32,middlegame,,53,40,0,0,3,3,169,c4c5
rn1qk1nr/p1pp1ppp/bp2p3/8/2PPP1Q1/2b5/PP3PPP/R1B1KBNR w KQkq - 0 6,opening,B00,75,4,1,0,3,2,130,b2c3
8/7p/5kp1/p2P1p2/K1nN1P2/r4r2/8/R7 w - - 0 41,middlegame,,27,2,1,0,1,2,-565,a4b5
r1bqk2r/pppp1ppp/2n2n2/4p3/1bP1P3/3P1N2/PP3PPP/RNBQKB1R w KQkq - 1 5,opening,C42,78,6,1,0,4,4,-6,b1c3
8/5pk1/2R4p/1KP2P2/1P4P1/7P/2r5/8 b - - 2 43,middlegame,,17,17,0,0,0,0,598,c2h2
8/p2Q2k1/1p1p1r1p/1Pp1p1pB/r1P5/7P/6P1/7K b - - 1 35,middlegame,,33,4,0,1,1,2,546,g7g8
5rk1/p3r1pp/Q3pp2/2q1n3/8/P3R1P1/5P2/4R1K1 b - - 1 34,middlegame,,49,42,0,0,2,3,-640,e5g4
3r4/3P4/2p1k2K/5p2/1P2p3/P5P1/5P1P/3R4 b - - 0 39,middlegame,,19,15,0,0,2,3,418,e6f6
8/2p5/1p1N2k1/p5np/2P2R2/1P4PP/P4P1K/8 b - - 0 46,middlegame,,21,15,0,0,3,1,553,c7d6
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQ1RK1 w - - 1 6,opening,C53,78,31,0,0,3,4,88,d2d4
3r2k1/5ppp/7q/3p4/8/8/1R3K2/3R4 w - - 0 44,middlegame,,28,29,0,0,2,2,-599,b2e2
7r/1b3qpk/p3p1Q1/4Pp2/PB1P1N1r/6RP/1P4P1/R5K1 b - - 2 34,middlegame,,57,2,0,1,2,2,558,f7g6
rnbqkbnr/ppp3pp/3p4/4p3/2BPp3/5N2/PPP2PPP/RNBQK2R w KQkq - 0 5,opening,C41,77,43,0,0,3,2,231,f3e5
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2B1P3/2P2N2/PP1PQPPP/RNB1K2R w KQ - 1 6,opening,C55,78,32,0,0,4,4,-28,d2d3
8/r7/3nrk2/3p1p2/7P/8/8/7K w - - 0 52,middlegame,,16,4,0,0,0,2,-3599,h1g1
r1bqkbnr/p2p2pp/2p1pp2/2p5/4P3/1P3N2/P1PP1PPP/RNBQK2R w KQkq - 0 6,opening,B30,72,27,0,0,3,3,34,d2d3
8/7k/6pp/1p3p2/pN1Kp3/n7/5PPP/8 w - - 0 38,middlegame,,15,17,0,0,3,1,-450,d4c5
rr5k/p7/2Qq2p1/2pPb3/4P3/6P1/PP4BP/3R1R1K b - - 2 26,middlegame,,53,34,0,0,3,3,307,d6c6
r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,opening,C47,77,38,0,0,4,4,17,f3d4
rnbqk2r/ppp2ppp/3b1n2/3PN3/8/8/PPPP1PPP/RNBQKB1R w KQkq - 1 5,opening,C42,76,35,0,0,0,3,124,d2d4
r6k/5p1p/2n1b2B/1p2b3/2p1N1r1/P2P3K/2P5/5R2 w - - 0 35,middlegame,,37,32,0,0,1,4,-1162,d3c4
rnbqk1nr/pp2ppbp/3p2p1/2p5/3PPP2/5N2/PPP3PP/RNBQKB1R w KQkq - 1 5,opening,B21,78,36,0,0,3,2,44,d4d5
rnbqkbnr/pp4pp/4pp2/2ppP3/3P1P2/5N2/PPP3PP/RNBQKB1R w KQkq - 0 6,opening,C00,78,34,0,0,2,4,65,c1e3
1r6/1ppq1bk1/p4bBp/3P4/2P4N/P3B1PP/1PQ4K/4R3 w - - 1 31,middlegame,,53,50,0,0,3,3,726,g6f7
rnb1kb1r/ppp1pppp/5n2/8/5B2/5NQ1/PqP2PPP/2R1KB1R b Kkq - 1 9,middlegame,,71,42,0,0,2,4,-625,f6h5
